8.45.19.0/24,US,US-CA,Los Angeles,
206.85.0.0/24,US,US-CA,Los Angeles,
8.41.99.0/24,US,US-NJ,Secaucus,
192.64.13.0/24,US,US-NJ,Secaucus,
38.133.146.0/24,US,US-NJ,Secaucus,
38.133.131.0/24,US,US-NJ,Secaucus,
